# omega(eV),chi(uA/V^2) 2-xxx 3-xxy 4-xxz 5-xyx 6-xyy 7-xyz 8-xzx 9-xzy 10-xzz 11-yxx 12-yxy 13-yxz 14-yyx 15-yyy 16-yyz 17-yzx 18-yzy 19-yzz 20-zxx 21-zxy 22-zxz 23-zyx 24-zyy 25-zyz 26-zzx 27-zzy 28-zzz 
0.0000000000000000000000000 -0.0003313760005405017592187 0.0000000000000000094474346 -0.0004407905170209544098298 0.0000000000000000094474346 -0.0001250373502214238176627 0.0000000000000000080738123 -0.0004407905170209544098298 0.0000000000000000080738123 -0.0001719421443385172275885 0.0000000000000000021995163 0.0000405738873486454415052 -0.0000000000000000028678585 0.0000405738873486454415052 -0.0000000000000000120943856 0.0005011293106343616635817 -0.0000000000000000028678585 0.0005011293106343616635817 -0.0000000000000000139288613 -0.0001250519840930939532639 -0.0000000000000000012921583 0.0005150089265018454719874 -0.0000000000000000012921583 0.0002038812200611790181708 -0.0000000000000000157005777 0.0005150089265018454719874 -0.0000000000000000157005777 0.0045848633167687247516597 
0.0100000000000000002081668 -0.0002929287148207953541887 0.0000000000000000083630939 -0.0003896257515208578032714 0.0000000000000000083630939 -0.0001105221076797123519074 0.0000000000000000072263404 -0.0003896257515208578032714 0.0000000000000000072263404 -0.0001519420810854740723668 0.0000000000000000018819274 0.0000358796017171602015655 -0.0000000000000000025405372 0.0000358796017171602015655 -0.0000000000000000106177759 0.0004430067066378353974471 -0.0000000000000000025405372 0.0004430067066378353974471 -0.0000000000000000123695843 -0.0001105364713956854665631 -0.0000000000000000011531597 0.0004553192595544184131419 -0.0000000000000000011531597 0.0001801926859237263181014 -0.0000000000000000138728961 0.0004553192595544184131419 -0.0000000000000000138728961 0.0040530255215740079721698 
0.0200000000000000004163336 -0.0002023391646372641372500 0.0000000000000000057519610 -0.0002690850323767785749578 0.0000000000000000057519610 -0.0000763261025102850512464 0.0000000000000000049836866 -0.0002690850323767785749578 0.0000000000000000049836866 -0.0001048485194461932899388 0.0000000000000000012813338 0.0000248109498090856516145 -0.0000000000000000016961485 0.0000248109498090856516145 -0.0000000000000000073803352 0.0003060460782609313490528 -0.0000000000000000016961485 0.0003060460782609313490528 -0.0000000000000000086345908 -0.0000763389775895574683017 -0.0000000000000000007942218 0.0003146402553434683572499 -0.0000000000000000007942218 0.0001243979593556918605227 -0.0000000000000000096468146 0.0003146402553434683572499 -0.0000000000000000096468146 0.0027998408171183773555935 
0.0299999999999999988897770 -0.0001092096876605315626660 0.0000000000000000031594590 -0.0001451927693147911943659 0.0000000000000000031594590 -0.0000411811872749198260111 0.0000000000000000026979331 -0.0001451927693147911943659 0.0000000000000000026979331 -0.0000564971063141453242904 0.0000000000000000007300073 0.0000134156760343166592779 -0.0000000000000000008731818 0.0000134156760343166592779 -0.0000000000000000039887978 0.0001652207467289812956122 -0.0000000000000000008731818 0.0001652207467289812956122 -0.0000000000000000045246400 -0.0000411907840277303424715 -0.0000000000000000004222888 0.0001699390255768171403405 -0.0000000000000000004222888 0.0000670802200539692971030 -0.0000000000000000052241328 0.0001699390255768171403405 -0.0000000000000000052241328 0.0015113812323337002477969 
0.0400000000000000008326673 -0.0000460556382378119103893 0.0000000000000000013037138 -0.0000612058343239375141596 0.0000000000000000013037138 -0.0000173582404950997077730 0.0000000000000000011606206 -0.0000612058343239375141596 0.0000000000000000011606206 -0.0000237714276150980312146 0.0000000000000000003105700 0.0000056717913413661252153 -0.0000000000000000003565665 0.0000056717913413661252153 -0.0000000000000000016856151 0.0000696978521829988298744 -0.0000000000000000003565665 0.0000696978521829988298744 -0.0000000000000000018108073 -0.0000173638428229602535108 -0.0000000000000000001767639 0.0000717341021565892194558 -0.0000000000000000001767639 0.0000282528792937715626343 -0.0000000000000000022045551 0.0000717341021565892194558 -0.0000000000000000022045551 0.0006374965724599123556571 
0.0500000000000000027755576 -0.0000151744793515027702718 0.0000000000000000004347345 -0.0000201559898225492953013 0.0000000000000000004347345 -0.0000057156444727578602065 0.0000000000000000003840152 -0.0000201559898225492953013 0.0000000000000000003840152 -0.0000078096142005396772994 0.0000000000000000001042405 0.0000018746454596706420018 -0.0000000000000000001040893 0.0000018746454596706420018 -0.0000000000000000005542981 0.0000229730303386466493479 -0.0000000000000000001040893 0.0000229730303386466493479 -0.0000000000000000006160236 -0.0000057181447789550787265 -0.0000000000000000000579329 0.0000236633018904196421007 -0.0000000000000000000579329 0.0000092937970692952190621 -0.0000000000000000007346165 0.0000236633018904196421007 -0.0000000000000000007346165 0.0002100935556009174691883 
0.0599999999999999977795540 -0.0000039058498137066153275 0.0000000000000000001114198 -0.0000051849306137449274544 0.0000000000000000001114198 -0.0000014700836616088024275 0.0000000000000000001005115 -0.0000051849306137449274544 0.0000000000000000001005115 -0.0000020031997396932796827 0.0000000000000000000279085 0.0000004843407110832767254 -0.0000000000000000000241617 0.0000004843407110832767254 -0.0000000000000000001425330 0.0000059158932371554063054 -0.0000000000000000000241617 0.0000059158932371554063054 -0.0000000000000000001544089 -0.0000014709314527735553038 -0.0000000000000000000148499 0.0000060995367440040107977 -0.0000000000000000000148499 0.0000023875638664234091333 -0.0000000000000000001906387 0.0000060995367440040107977 -0.0000000000000000001906387 0.0000540927175972381855148 
0.0700000000000000066613381 -0.0000007853130233076514090 0.0000000000000000000220410 -0.0000010417585724735716612 0.0000000000000000000220410 -0.0000002953212972441791838 0.0000000000000000000206651 -0.0000010417585724735716612 0.0000000000000000000206651 -0.0000004011528463705877301 0.0000000000000000000056247 0.0000000978020889578658116 -0.0000000000000000000043037 0.0000000978020889578658116 -0.0000000000000000000287059 0.0000011900840559529407775 -0.0000000000000000000043037 0.0000011900840559529407775 -0.0000000000000000000305876 -0.0000002955398266658173046 -0.0000000000000000000029324 0.0000012283929185496630793 -0.0000000000000000000029324 0.0000004789738413862957982 -0.0000000000000000000389502 0.0000012283929185496630793 -0.0000000000000000000389502 0.0000108795117144096290641 
0.0800000000000000016653345 -0.0000001233231884005863576 0.0000000000000000000035445 -0.0000001634665981830863980 0.0000000000000000000035445 -0.0000000463315307549771120 0.0000000000000000000033157 -0.0000001634665981830863980 0.0000000000000000000033157 -0.0000000627123485593614119 0.0000000000000000000009219 0.0000000154324721654136898 -0.0000000000000000000005553 0.0000000154324721654136898 -0.0000000000000000000045010 0.0000001869977914210507881 -0.0000000000000000000005553 0.0000001869977914210507881 -0.0000000000000000000048309 -0.0000000463744667487217756 -0.0000000000000000000004568 0.0000001932580125666054711 -0.0000000000000000000004568 0.0000000750278506264542391 -0.0000000000000000000061897 0.0000001932580125666054711 -0.0000000000000000000061897 0.0000017091183658095713194 
0.0899999999999999966693309 -0.0000000151239770752268551 0.0000000000000000000004343 -0.0000000200298146753234224 0.0000000000000000000004343 -0.0000000056759256779238507 0.0000000000000000000004130 -0.0000000200298146753234224 0.0000000000000000000004130 -0.0000000076527416000249274 0.0000000000000000000001169 0.0000000019025336638771988 -0.0000000000000000000000546 0.0000000019025336638771988 -0.0000000000000000000005528 0.0000000229476609757012478 -0.0000000000000000000000546 0.0000000229476609757012478 -0.0000000000000000000005630 -0.0000000056823753349609116 -0.0000000000000000000000550 0.0000000237483424587058934 -0.0000000000000000000000550 0.0000000091757617158984253 -0.0000000000000000000007667 0.0000000237483424587058934 -0.0000000000000000000007667 0.0000002096862693648173671 
