# omega(eV),chi(uA/V^2) 2-xxx 3-xxy 4-xxz 5-xyx 6-xyy 7-xyz 8-xzx 9-xzy 10-xzz 11-yxx 12-yxy 13-yxz 14-yyx 15-yyy 16-yyz 17-yzx 18-yzy 19-yzz 20-zxx 21-zxy 22-zxz 23-zyx 24-zyy 25-zyz 26-zzx 27-zzy 28-zzz 
0.0000000000000000000000000 0.0000000000000232620315737 -0.0000000015766199101317933 -0.0000000000061057008272178 -0.0000000015766199101317933 -0.0000000126780995428756660 -12.1276202249876234873227077 -0.0000000000061057008272178 -12.1276202249876234873227077 0.0000000000000489559131814 0.0000000031530062987008646 0.0000000063393426688709864 -12.1276202248917286397045245 0.0000000063393426688709864 0.0000000000001177139164087 -0.0000000000061518431560182 -12.1276202248917286397045245 -0.0000000000061518431560182 -0.0000000000000406272787026 0.0000000000123152546323809 -11.5784803907963969038519281 0.0000000000000494086223085 -11.5784803907963969038519281 0.0000000000123014237144167 -0.0000000000000139660418109 0.0000000000000494086223085 -0.0000000000000139660418109 -0.0000000000000139875301682 
0.0100000000000000002081668 0.0000000000000244395935528 -0.0000000094603268540473806 -0.0000000000300006115445115 -0.0000000094603268540473806 -0.0000000628091123790662354 -12.1073609168248932377309757 -0.0000000000300006115445115 -12.1073609168248932377309757 0.0000000000000479119582237 0.0000000189204402557729288 0.0000000314048413603850050 -12.1073609162978481634809214 0.0000000314048413603850050 0.0000000000001083070088017 -0.0000000000300467048292965 -12.1073609162978481634809214 -0.0000000000300467048292965 -0.0000000000000417961189367 0.0000000000600755343789838 -11.1654678293882074768816892 0.0000000000000484875617942 -11.1654678293882074768816892 0.0000000000600590409271501 -0.0000000000000139571304628 0.0000000000000484875617942 -0.0000000000000139571304628 -0.0000000000000145991583376 
0.0200000000000000004163336 0.0000000000000269479168583 -0.0000000866918020573668311 -0.0000000002266983924424495 -0.0000000866918020573668311 -0.0000004771191614740036614 -11.5385790872806257567617649 -0.0000000002266983924424495 -11.5385790872806257567617649 0.0000000000000435897647594 0.0000001733834422405366313 0.0000002385598358021595476 -11.5385790827711307571235011 0.0000002385598358021595476 0.0000000000000839348507701 -0.0000000002267448285297342 -11.5385790827711307571235011 -0.0000000002267448285297342 -0.0000000000000426830824841 0.0000000004534069268839282 -9.7689888600321292955186436 0.0000000000000447071909386 -9.7689888600321292955186436 0.0000000004533922182297700 -0.0000000000000133742903720 0.0000000000000447071909386 -0.0000000000000133742903720 -0.0000000000000152730711427 
0.0299999999999999988897770 0.0000000000000246137756489 -0.0000006177527390230086101 -0.0000000013594860552900347 -0.0000006177527390230086101 -0.0000028459565773117859183 -9.6899563274991322714413400 -0.0000000013594860552900347 -9.6899563274991322714413400 0.0000000000000348970290268 0.0000012355053791629170429 0.0000014229784875477039626 -9.6899562968497754411600908 0.0000014229784875477039626 0.0000000000000526333611257 -0.0000000013595246595031001 -9.6899562968497754411600908 -0.0000000013595246595031001 -0.0000000000000394340428629 0.0000000027189294716119183 -7.3739823914688082950874559 0.0000000000000363219283183 -7.3739823914688082950874559 0.0000000027189153752495415 -0.0000000000000113880393469 0.0000000000000363219283183 -0.0000000000000113880393469 -0.0000000000000141890151183 
0.0400000000000000008326673 0.0000000000000177653097807 -0.0000034104765911853050790 -0.0000000064567712568043433 -0.0000034104765911853050790 -0.0000132259899410904554085 -6.7775868367919969159629545 -0.0000000064567712568043433 -6.7775868367919969159629545 0.0000000000000244189584097 0.0000068209531339063368259 0.0000066129950991213181459 -6.7775866723089102094945702 0.0000066129950991213181459 0.0000000000000257284367822 -0.0000000064568000102488218 -6.7775866723089102094945702 -0.0000000064568000102488218 -0.0000000000000323301183472 0.0000000129134888647646750 -4.6260655340491263487479046 0.0000000000000251899480289 -4.6260655340491263487479046 0.0000000129134798414242459 -0.0000000000000084521293321 0.0000000000000251899480289 -0.0000000000000084521293321 -0.0000000000000108320439025 
0.0500000000000000027755576 0.0000000000000111676256822 -0.0000146052679613718583527 -0.0000000244374081659213004 -0.0000146052679613718583527 -0.0000478848813410230074840 -3.8740924515214700818432902 -0.0000000244374081659213004 -3.8740924515214700818432902 0.0000000000000177488143064 0.0000292105359016041663629 0.0000239424407363571006748 -3.8740917543926349786431729 0.0000239424407363571006748 0.0000000000000070524630601 -0.0000000244374254041343172 -3.8740917543926349786431729 -0.0000000244374254041343172 -0.0000000000000271895028751 0.0000000488747789097419938 -2.4761301866566864937624359 0.0000000000000160741128615 -2.4761301866566864937624359 0.0000000488747738837416244 -0.0000000000000058025042772 0.0000000000000160741128615 -0.0000000000000058025042772 -0.0000000000000066391755884 
0.0599999999999999977795540 0.0000000000000075115396931 -0.0000485652069439174941673 -0.0000000741732736704352031 -0.0000485652069439174941673 -0.0001350612376266694400831 -1.9185051484700901269775386 -0.0000000741732736704352031 -1.9185051484700901269775386 0.0000000000000217136611292 0.0000971304138674659872524 0.0000675306188366005873559 -1.9185028150413503400528725 0.0000675306188366005873559 -0.0000000000000074683378247 -0.0000000741732835899665403 -1.9185028150413503400528725 -0.0000000741732835899665403 -0.0000000000000292279421679 0.0000001483465350190039573 -1.5519242086083462339729522 0.0000000000000138365270575 -1.5519242086083462339729522 0.0000001483465321884817131 -0.0000000000000044433419787 0.0000000000000138365270575 -0.0000000000000044433419787 -0.0000000000000033784398227 
0.0700000000000000066613381 0.0000000000000086425066974 -0.0001254882079576442302418 -0.0000001815031118761021251 -0.0001254882079576442302418 -0.0002967607287801794042556 -1.2020234259554258837709995 -0.0000001815031118761021251 -1.2020234259554258837709995 0.0000000000000419438938563 0.0002509764158712476261361 0.0001483803643894840667943 -1.2020172591718831789364685 0.0001483803643894840667943 -0.0000000000000226205892961 -0.0000001815031236489410877 -1.2020172591718831789364685 -0.0000001815031236489410877 -0.0000000000000333064284301 0.0000003630062475497384225 -2.1013452491028470348055635 0.0000000000000218460930062 -2.1013452491028470348055635 0.0000003630062424090122976 -0.0000000000000031853566624 0.0000000000000218460930062 -0.0000000000000031853566624 -0.0000000000000021143230170 
0.0800000000000000016653345 0.0000000000000123752535862 -0.0002521250452210509326520 -0.0000003590996711359663678 -0.0002521250452210509326520 -0.0005079154625327143368976 -1.6428527508513164345771429 -0.0000003590996711359663678 -1.6428527508513164345771429 0.0000000000000770580945314 0.0005042500903555577037099 0.0002539577312543083754959 -1.6428398890404889431948732 0.0002539577312543083754959 -0.0000000000000391558955320 -0.0000003590996962087316708 -1.6428398890404889431948732 -0.0000003590996962087316708 -0.0000000000000203070743422 0.0000007181994257288571249 -4.2219855922258782143785538 0.0000000000000395232358397 -4.2219855922258782143785538 0.0000007181994101692402958 0.0000000000000011042724605 0.0000000000000395232358397 0.0000000000000011042724605 -0.0000000000000034696005494 
0.0899999999999999966693309 0.0000000000000147890142943 -0.0003940792528992717613269 -0.0000005742192160720498708 -0.0003940792528992717613269 -0.0006770639689528307235758 -3.1572506548896930311798315 -0.0000005742192160720498708 -3.1572506548896930311798315 0.0000000000001096339464644 0.0007881585056682143984250 0.0003385319844619356249339 -3.1572294985639617337369600 0.0003385319844619356249339 -0.0000000000000515026182875 -0.0000005742192623137781001 -3.1572294985639617337369600 -0.0000005742192623137781001 0.0000000000000279254791120 0.0000011484385924691284633 -7.7211958299280221140747926 0.0000000000000581122088715 -7.7211958299280221140747926 0.0000011484385588663461346 0.0000000000000100604380731 0.0000000000000581122088715 0.0000000000000100604380731 -0.0000000000000085187689151 
