Γ M K A L H A|L M|K
0.0 0.57735 0.91068 1.8848 2.46215 2.79549 3.46215 3.76961
0.0 -210.0578693 -210.0578693 -210.0568676 -210.0568676 -153.0925116 -153.0925116 -153.0924859 -153.0924859 -151.8416814 -151.8416814 -151.841654 -151.841654 -151.8415439 -151.8415439 -151.8415142 -151.8415142 -103.9823142 -103.9823142 -103.9823044 -103.9823044 -68.8143913 -68.8143913 -68.8142417 -68.8142417 -63.2580841 -63.2580841 -63.2579625 -63.2579625 -63.2578479 -63.2578479 -63.2576453 -63.2576453 -14.6805561 -14.6805561 -14.3308157 -14.3308157 -10.2546359 -10.2546359 -10.2360176 -10.2360176 -10.1961186 -10.1961186 -9.8543655 -9.8543655 -9.7405934 -9.7405934 -9.573721 -9.573721 -9.4170376 -9.4170376 -9.4069055 -9.4069055 -9.2676727 -9.2676727 -8.9890193 -8.9890193 -6.4180664 -6.4180664 -3.2847321 -3.2847321 -3.2614403 -3.2614403 -2.6413683 -2.6413683 -2.6058757 -2.6058757 -2.5964709 -2.5964709 -0.0008572 -0.0008572 1.4875471 1.4875471 4.7285642 4.7285642 5.0110997 5.0110997 5.3632523 5.3632523 5.9738698 5.9738698 6.1688488 6.1688488 6.8555055 6.8555055 9.2857239 9.2857239 9.2902366 9.2902366 11.4167671 11.4167671 11.5435533 11.5435533 11.5526175 11.5526175 12.482185 12.482185 15.2464992 15.2464992 15.6070646 15.6070646 15.7662612 15.7662612 16.0759966 16.0759966 19.1970551 19.1970551 19.2692309 19.2692309 21.6724477 21.6724477 21.6771844 21.6771844 22.6543013 22.6543013 22.8968006 22.8968006 23.0310867 23.0310867 23.8313993 23.8313993 25.9906733 25.9906733 26.0012855 26.0012855 27.1024005 27.1024005 27.1730657 27.1730657 30.7070314 30.7070314 31.5919927 31.5919927 32.4587758 32.4587758 33.446039 33.446039 35.8488759 35.8488759 35.9026123 35.9026123 39.1089036 39.1089036 39.1389039 39.1389039
0.0134268 -210.0578699 -210.0578691 -210.0568692 -210.0568656 -153.092513 -153.09251 -153.092486 -153.0924858 -151.8416829 -151.8416799 -151.8416542 -151.8416538 -151.8415438 -151.8415438 -151.8415141 -151.8415141 -103.9823142 -103.9823142 -103.9823044 -103.9823044 -68.8143917 -68.814391 -68.8142419 -68.8142419 -63.2580849 -63.2580832 -63.2579629 -63.2579629 -63.2578483 -63.2578483 -63.2576456 -63.2576455 -14.6801524 -14.6801489 -14.3307101 -14.3305567 -10.2544208 -10.2544068 -10.2373133 -10.2343966 -10.195858 -10.1958561 -9.8621738 -9.8463085 -9.7410014 -9.7396605 -9.5769344 -9.5703113 -9.4181551 -9.415793 -9.4068927 -9.4068917 -9.2677372 -9.2677345 -8.9934214 -8.9842812 -6.417702 -6.4166502 -3.2891318 -3.286924 -3.2646048 -3.2644246 -2.6438161 -2.6423093 -2.6107859 -2.6078146 -2.5996237 -2.5992254 0.005313 0.005571 1.4917402 1.4930067 4.7284885 4.7286132 5.0104167 5.0104252 5.3646592 5.3651574 5.9725011 5.9766333 6.1690563 6.1691538 6.8509051 6.8591699 9.2816249 9.2828116 9.2877327 9.2883014 11.4240501 11.424214 11.5463968 11.5465672 11.5552509 11.5561445 12.4845517 12.4850743 15.2293575 15.2552406 15.594689 15.6170873 15.764219 15.7643775 16.0800415 16.0804387 19.1918313 19.2008751 19.268323 19.2684663 21.6588494 21.6616177 21.6703868 21.6737587 22.6459197 22.6621548 22.8843989 22.9088627 23.0324465 23.0327546 23.8341873 23.8383186 25.9875925 25.9887877 25.9996523 25.9997837 27.1012395 27.1092467 27.1761003 27.1764996 30.7133385 30.7151977 31.5869898 31.593106 32.4630039 32.4661631 33.4365443 33.4582152 35.8316456 35.8616248 35.9020793 35.9035941 39.1085973 39.1088045 39.1373489 39.1407862
0.0268535 -210.0578707 -210.0578691 -210.0568704 -210.0568633 -153.0925143 -153.0925083 -153.0924859 -153.0924856 -151.8416844 -151.8416783 -151.8416544 -151.8416535 -151.8415435 -151.8415435 -151.8415139 -151.8415139 -103.9823141 -103.9823141 -103.9823044 -103.9823044 -68.8143922 -68.8143909 -68.8142424 -68.8142423 -63.2580856 -63.2580823 -63.2579639 -63.2579639 -63.2578495 -63.2578495 -63.2576462 -63.2576462 -14.6789394 -14.6789326 -14.330241 -14.3299346 -10.253825 -10.2537059 -10.2381989 -10.2325011 -10.1950807 -10.1950651 -9.8697234 -9.838016 -9.7408794 -9.7382093 -9.5799245 -9.5667324 -9.4191439 -9.4144226 -9.4068548 -9.4068466 -9.2679348 -9.2679134 -8.9974674 -8.9792278 -6.415563 -6.4134541 -3.3016142 -3.2965219 -3.2730333 -3.2719541 -2.6523949 -2.646821 -2.6255423 -2.6187834 -2.6052998 -2.6027476 0.0238624 0.024398 1.5055113 1.5079952 4.7281579 4.7283808 5.0086095 5.0086766 5.3693547 5.3703592 5.9719582 5.9804478 6.170072 6.1708111 6.8454619 6.8618051 9.2685482 9.2697268 9.2829556 9.285315 11.445515 11.445882 11.554218 11.5553583 11.5643757 11.5669604 12.4920031 12.4931802 15.205232 15.2546396 15.5810886 15.6226606 15.7581774 15.7595007 16.0924896 16.0932404 19.1845965 19.2033602 19.2655275 19.2665996 21.6173592 21.6234169 21.6580725 21.6652224 22.6345793 22.6706521 22.8676558 22.9221046 23.0352721 23.0379219 23.847919 23.8559709 25.9765579 25.9781881 25.9978692 25.9988569 27.1048166 27.1181739 27.1864088 27.1898108 30.7338192 30.7375094 31.5781312 31.5903214 32.4789468 32.4853013 33.4298171 33.473023 35.8126185 35.8635649 35.8995068 35.911308 39.1071108 39.1086966 39.136796 39.1425247
0.0402803 -210.0578719 -210.0578694 -210.0568713 -210.0568606 -153.0925156 -153.0925066 -153.0924858 -153.0924853 -151.8416859 -151.8416767 -151.8416546 -151.8416533 -151.841543 -151.841543 -151.8415136 -151.8415136 -103.9823141 -103.9823141 -103.9823043 -103.9823043 -68.814393 -68.814391 -68.8142433 -68.8142432 -63.2580864 -63.2580813 -63.2579656 -63.2579655 -63.2578516 -63.2578516 -63.2576474 -63.2576473 -14.6769224 -14.6769126 -14.3294122 -14.3289534 -10.2529679 -10.2525271 -10.2385356 -10.2303629 -10.1937938 -10.1937415 -9.8770071 -9.8295048 -9.7402243 -9.7362478 -9.5826631 -9.5630112 -9.4200023 -9.4129276 -9.4067897 -9.4067624 -9.2682691 -9.2681976 -9.0011382 -8.9738799 -6.4116622 -6.4084857 -3.3239619 -3.3159864 -3.2840165 -3.281958 -2.6743268 -2.6634006 -2.6431403 -2.6314523 -2.6114074 -2.6065384 0.0541835 0.0550332 1.5285905 1.5321957 4.7268689 4.7271378 5.0064304 5.0066511 5.3772528 5.3787921 5.9709292 5.9840161 6.1733754 6.175619 6.8392638 6.8633319 9.246103 9.2474817 9.2769055 9.2808987 11.4791687 11.4798785 11.5661144 11.568525 11.58255 11.5870602 12.5041602 12.5062549 15.1757085 15.2445781 15.566208 15.6210278 15.7487822 15.7534196 16.1130441 16.1140657 19.1744603 19.2038939 19.2611395 19.2643054 21.5533843 21.5625406 21.6399861 21.6506057 22.6170587 22.6794968 22.8405486 22.9349336 23.0383927 23.0473141 23.875077 23.8870375 25.9557633 25.9576051 25.9976948 25.9996733 27.1092979 27.1237353 27.2074171 27.2179411 30.7675542 30.773015 31.5654864 31.5836589 32.5069361 32.5165414 33.4259689 33.4904567 35.7922718 35.8536168 35.8947582 35.9269425 39.1037317 39.1085829 39.1376887 39.1438729
0.053707 -210.0578732 -210.05787 -210.0568718 -210.0568577 -153.0925167 -153.0925048 -153.0924857 -153.092485 -151.8416873 -151.8416752 -151.8416548 -151.8416531 -151.8415423 -151.8415423 -151.8415131 -151.8415131 -103.982314 -103.982314 -103.9823043 -103.9823043 -68.8143939 -68.8143913 -68.8142445 -68.8142444 -63.2580871 -63.2580803 -63.257968 -63.2579678 -63.2578544 -63.2578544 -63.2576489 -63.2576488 -14.6741101 -14.6740979 -14.32823 -14.3276198 -10.2520361 -10.2508786 -10.2381194 -10.2280017 -10.1920054 -10.1918827 -9.88402 -9.8207956 -9.7390352 -9.7337855 -9.5851207 -9.5591754 -9.4207291 -9.4113085 -9.4066916 -9.4066287 -9.2687411 -9.2685733 -9.0044158 -8.9682582 -6.406019 -6.4017595 -3.3562137 -3.34594 -3.2965157 -3.2939458 -2.7124347 -2.701356 -2.6525865 -2.64092 -2.6187166 -2.6117573 0.0953588 0.0965703 1.5605239 1.5651128 4.7234979 4.723738 5.0051111 5.0056191 5.3881519 5.3902986 5.9678074 5.9853136 6.1814092 6.185885 6.8323999 6.8637044 9.2153662 9.2171561 9.2694773 9.2749623 11.5203244 11.5218086 11.5818444 11.5850572 11.6141426 11.6197857 12.5204467 12.5238497 15.1423839 15.2259055 15.548806 15.6095748 15.7372448 15.7481271 16.1411997 16.1423764 19.1606306 19.2011537 19.2560035 19.2619959 21.4722523 21.4843702 21.6164107 21.6303474 22.5895831 22.6865633 22.7976381 22.9408854 23.0457902 23.0629353 23.9174768 23.9339743 25.9259364 25.9280267 25.9982776 26.0010319 27.11156 27.1248061 27.2417167 27.2613127 30.8130236 30.8201541 31.5491824 31.5731853 32.5475079 32.5604019 33.4251269 33.510564 35.7703838 35.836055 35.8885278 35.9464829 39.0983176 39.1082121 39.1397457 39.1446848
0.0671338 -210.0578748 -210.0578708 -210.0568719 -210.0568544 -153.0925176 -153.0925029 -153.0924854 -153.0924846 -151.8416886 -151.8416736 -151.8416551 -151.8416528 -151.8415415 -151.8415414 -151.8415126 -151.8415126 -103.9823139 -103.9823139 -103.9823042 -103.9823042 -68.8143949 -68.8143917 -68.814246 -68.8142459 -63.2580877 -63.2580792 -63.257971 -63.2579707 -63.2578579 -63.2578579 -63.2576509 -63.2576507 -14.6705148 -14.670501 -14.3267032 -14.325943 -10.2512391 -10.2487789 -10.2367254 -10.2254298 -10.1897239 -10.1894873 -9.8907599 -9.8119136 -9.7373134 -9.7308333 -9.5872655 -9.5552536 -9.4213236 -9.4095652 -9.4065502 -9.4064321 -9.269348 -9.2690248 -9.007284 -8.9623829 -6.3986601 -6.3932976 -3.3975048 -3.3853032 -3.3110456 -3.3081879 -2.7628843 -2.7515797 -2.6615711 -2.6496878 -2.6275176 -2.6186127 0.1462642 0.1478907 1.600692 1.6060915 4.7166815 4.7168028 5.006191 5.0071585 5.4016612 5.4045639 5.9614901 5.982415 6.1967637 6.203642 6.8249761 6.8629297 9.1772967 9.1796705 9.2609776 9.2678615 11.5614585 11.5644426 11.6013353 11.604993 11.6648835 11.6707099 12.5401108 12.5453324 15.1068131 15.2002308 15.5269125 15.5871536 15.7250734 15.7445251 16.1762536 16.1774423 19.1427341 19.1935913 19.2510619 19.259524 21.3789907 21.3938013 21.5881365 21.6052332 22.5478236 22.6807937 22.7448354 22.9320556 23.0660161 23.0869286 23.974901 23.9972426 25.8874458 25.8897778 25.9990095 26.0022319 27.1111726 27.1231039 27.2892459 27.3174618 30.8681248 30.8767726 31.529456 31.5590689 32.6013446 32.6174864 33.4274239 33.533454 35.7464859 35.8130616 35.8818759 35.96815 39.0911423 39.107226 39.1421366 39.144789
0.0805605 -210.0578765 -210.0578719 -210.0568717 -210.0568508 -153.0925185 -153.0925009 -153.0924851 -153.0924842 -151.8416899 -151.8416721 -151.8416553 -151.8416526 -151.8415405 -151.8415403 -151.8415119 -151.8415119 -103.9823138 -103.9823138 -103.9823042 -103.9823042 -68.8143961 -68.8143922 -68.8142479 -68.8142477 -63.2580884 -63.2580781 -63.2579747 -63.2579742 -63.2578623 -63.2578623 -63.2576532 -63.2576531 -14.6661522 -14.6661377 -14.3248432 -14.3239346 -10.2506942 -10.2462553 -10.234223 -10.2226534 -10.1869583 -10.1865555 -9.8972264 -9.8028891 -9.7350632 -9.7274031 -9.5890632 -9.5512755 -9.4217865 -9.4076985 -9.4063508 -9.4061555 -9.2700841 -9.2695348 -9.0097283 -8.9562736 -6.3896194 -6.3831296 -3.4469519 -3.4330429 -3.3279496 -3.3248561 -2.8229232 -2.8109988 -2.6718736 -2.6592527 -2.6378715 -2.6271339 0.2056734 0.207768 1.6483323 1.6543417 4.7050836 4.7051743 5.0111532 5.0128017 5.4171138 5.4210316 5.9520947 5.9746679 6.2210306 6.2299738 6.817137 6.8610846 9.1328989 9.1360196 9.2518844 9.2600877 11.5984087 11.6029771 11.6244516 11.6282174 11.736933 11.7426667 12.562266 12.5699178 15.0704964 15.1695154 15.4986483 15.5544319 15.7136242 15.7420471 16.2173271 16.21836 19.1208734 19.1805277 19.2462949 19.256157 21.2778381 21.2949726 21.5561329 21.5762269 22.4873885 22.6182233 22.7251037 22.9106667 23.1009138 23.1202971 24.0451935 24.0749988 25.8404587 25.8429871 25.9993365 26.0025736 27.1089957 27.120043 27.3488205 27.3843288 30.9301643 30.9401056 31.506774 31.541698 32.6691767 32.6883585 33.4329879 33.5593084 35.7200721 35.7855551 35.8760064 35.9915611 39.0825154 39.1052801 39.1438891 39.1438964
0.0939873 -210.0578784 -210.0578731 -210.0568712 -210.056847 -153.0925192 -153.0924989 -153.0924847 -153.0924837 -151.8416911 -151.8416706 -151.8416555 -151.8416523 -151.8415394 -151.8415391 -151.8415111 -151.8415111 -103.9823136 -103.9823136 -103.9823041 -103.9823041 -68.8143974 -68.8143929 -68.81425 -68.8142498 -63.2580891 -63.2580769 -63.257979 -63.2579781 -63.2578674 -63.2578674 -63.2576559 -63.2576558 -14.6610415 -14.6610275 -14.3226635 -14.3216088 -10.2503705 -10.2433437 -10.2306323 -10.2196731 -10.1837173 -10.1830889 -9.9034211 -9.7937581 -9.7322922 -9.7235082 -9.5904758 -9.5472722 -9.4221199 -9.406073 -9.405876 -9.405612 -9.27094 -9.2700845 -9.0117363 -8.9499488 -6.3789385 -6.3712938 -3.5037399 -3.4883094 -3.3472887 -3.3439626 -2.8908275 -2.8781128 -2.6837537 -2.6701116 -2.6497706 -2.6373081 0.2723446 0.274956 1.7025633 1.7089618 4.6878829 4.6882666 5.0209845 5.0236086 5.4334684 5.4387989 5.9410641 5.9631629 6.2543887 6.2649814 6.8090927 6.8583264 9.0832277 9.0872522 9.2427683 9.2522152 11.6327148 11.6380573 11.6511044 11.6544141 11.8266369 11.8326559 12.5859622 12.5967223 15.0348576 15.1357187 15.4629387 15.5128699 15.70369 15.7396372 16.263396 16.2640787 19.0954874 19.1625283 19.2403848 19.2507511 21.1721284 21.1911743 21.5214936 21.5444217 22.4052977 22.5122853 22.7270848 22.8851077 23.1471491 23.1630024 24.1253042 24.1640915 25.7851071 25.7877588 25.9985888 26.0011978 27.1059413 27.1165039 27.4194244 27.4605807 30.9957543 31.0066375 31.4821166 31.5219296 32.7516432 32.7733724 33.4419325 33.5883985 35.6907479 35.754094 35.87211 36.0168172 39.0726528 39.1021047 39.1415687 39.1440482
0.107414 -210.0578804 -210.0578745 -210.0568702 -210.056843 -153.0925199 -153.0924969 -153.0924841 -153.0924832 -151.8416922 -151.8416692 -151.8416558 -151.841652 -151.8415381 -151.8415377 -151.8415102 -151.8415102 -103.9823135 -103.9823135 -103.982304 -103.982304 -68.8143988 -68.8143938 -68.8142525 -68.8142523 -63.2580899 -63.2580757 -63.2579839 -63.2579826 -63.2578733 -63.2578733 -63.257659 -63.257659 -14.6552051 -14.6551928 -14.3201803 -14.3189819 -10.250163 -10.2400897 -10.22605 -10.2164839 -10.1800101 -10.1790905 -9.9093474 -9.7845631 -9.7290117 -9.7191631 -9.5914611 -9.5432762 -9.4223281 -9.4056905 -9.4053344 -9.403543 -9.2719031 -9.2706538 -9.0132978 -8.9434264 -6.3666679 -6.3578375 -3.5670805 -3.5503133 -3.3689912 -3.3654294 -2.9652523 -2.9516934 -2.6972737 -2.6824464 -2.6631789 -2.649105 0.3450827 0.3482519 1.7624075 1.7689626 4.6652714 4.6660051 5.0359254 5.0399273 5.4492199 5.4564892 5.9308151 5.9502784 6.2961409 6.3082175 6.8011484 6.8548979 9.0293567 9.0344328 9.2342622 9.2448779 11.6660453 11.6710537 11.6811059 11.6831916 11.9299879 11.9367106 12.610308 12.6248568 15.0011898 15.1005824 15.4196864 15.4638533 15.6954687 15.7365808 16.3133267 16.313434 19.0672037 19.1406833 19.2314786 19.241937 21.0643898 21.0849346 21.4854086 21.5110078 22.3014187 22.38582 22.7314113 22.8611361 23.2022677 23.2145199 24.212283 24.2612322 25.7215408 25.7242194 25.9959598 25.997105 27.1027414 27.1131153 27.500409 27.5453513 31.0604598 31.0715977 31.4576561 31.5016113 32.8491197 32.8724613 33.4543474 33.6211208 35.6583151 35.7191187 35.8712787 36.0442538 39.0616829 39.0974818 39.1372699 39.1416977
0.1208408 -210.0578825 -210.057876 -210.056869 -210.0568387 -153.0925203 -153.0924949 -153.0924835 -153.0924826 -151.8416932 -151.8416678 -151.841656 -151.8416517 -151.8415367 -151.8415362 -151.8415092 -151.8415091 -103.9823133 -103.9823133 -103.982304 -103.982304 -68.8144004 -68.8143948 -68.8142552 -68.8142551 -63.2580907 -63.2580745 -63.2579893 -63.2579874 -63.2578799 -63.2578799 -63.2576625 -63.2576624 -14.6486686 -14.6486597 -14.3174117 -14.3160725 -10.2499748 -10.236549 -10.2205684 -10.2130735 -10.1758456 -10.1745644 -9.9150103 -9.7753534 -9.7252376 -9.7143839 -9.5919719 -9.539321 -9.4224184 -9.4051705 -9.4047321 -9.4012662 -9.2729573 -9.2712212 -9.0144046 -8.9367229 -6.3528671 -6.342818 -3.6361939 -3.6182788 -3.392924 -3.3891309 -3.0450527 -3.0306578 -2.7124515 -2.6963312 -2.6780431 -2.6624833 0.4227752 0.4265339 1.8268132 1.8332878 4.6379763 4.6390878 5.0555391 5.0614737 5.4623967 5.4721413 5.9243524 5.9391287 6.3453327 6.3590851 6.7937433 6.8511284 8.9723468 8.9786092 9.2270406 9.2387513 11.6986229 11.7030652 11.7131783 11.7141502 12.0440887 12.051809 12.6346746 12.6535844 14.9705595 15.0655038 15.3694691 15.408484 15.6888961 15.7326928 16.3651857 16.3659179 19.0367515 19.1160882 19.2177481 19.2282458 20.9564974 20.9781565 21.449137 21.4772406 22.1783326 22.2451358 22.7356093 22.8409076 23.2649555 23.2741825 24.3037974 24.363675 25.6499522 25.6525397 25.98925 25.9905556 27.0999923 27.1103959 27.5913425 27.6380509 31.1179339 31.1276016 31.438297 31.4846142 32.9615383 32.9848854 33.4702891 33.6580683 35.6227745 35.6810102 35.8745121 36.074379 39.0496656 39.0911332 39.1305049 39.1359678
